Step,Speed (m/s),Acceleration (m/s^2),Fuel HBEFA (mg)
6665,0,0,8.372
6666,0,0,8.372
6667,0,0,8.372
6668,0,0,8.372
6669,0,0,8.372
6670,0,0,8.372
6671,0,0,8.372
6672,0,0,8.372
6673,0,0,8.372
6674,0,0,8.372
6675,0,0,8.372
6676,0,0,8.372
6677,0,0,8.372
6678,0,0,8.372
6679,0,0,8.372
6680,0,0,8.372
6681,0,0,8.372
6682,0,0,8.372
6683,0,0,8.372
6684,0,0,8.372
6685,0,0,8.372
6686,0,0,8.372
6687,0,0,8.372
6688,0,0,8.372
6689,0,0,8.372
6690,0,0,8.372
6691,0,0,8.372
6692,0,0,8.372
6693,0,0,8.372
6694,0,0,8.372
6695,0,0,8.372
6696,0,0,8.372
6697,0,0,8.372
6698,0,0,8.372
6699,0,0,8.372
6700,0,0,8.372
6701,0,0,8.372
6702,0,0,8.372
6703,0,0,8.372
6704,0,0,8.372
6705,0,0,8.372
6706,0,0,8.372
6707,0,0,8.372
6708,0,0,8.372
6709,0,0,8.372
6710,0,0,8.372
6711,0,0,8.372
6712,0,0,8.372
6713,0,0,8.372
6714,0,0,8.372
6715,0,0,8.372
6716,0,0,8.372
6717,0,0,8.372
6718,0,0,8.372
6719,0,0,8.372
6720,0,0,8.372
6721,0,0,8.372
6722,0,0,8.372
6723,0,0,8.372
6724,0,0,8.372
6725,0,0,8.372
6726,0,0,8.372
6727,0,0,8.372
6728,0,0,8.372
6729,0,0,8.372
6730,0,0,8.372
6731,0,0,8.372
6732,0,0,8.372
6733,0,0,8.372
6734,0,0,8.372
6735,0,0,8.372
6736,0,0,8.372
6737,0,0,8.372
6738,0,0,8.372
6739,0,0,8.372
6740,0,0,8.372
6741,0,0,8.372
6742,0,0,8.372
6743,0,0,8.372
6744,0,0,8.372
6745,0,0,8.372
6746,0,0,8.372
6747,0,0,8.372
6748,0,0,8.372
6749,0,0,8.372
6750,0,0,8.372
6751,0,0,8.372
6752,0,0,8.372
6753,0,0,8.372
6754,0,0,8.372
6755,0,0,8.372
6756,0,0,8.372
6757,0,0,8.372
6758,0,0,8.372
6759,0,0,8.372
6760,0,0,8.372
6761,0,0,8.372
6762,0,0,8.372
6763,0,0,8.372
6764,0,0,8.372
6765,0,0,8.372
6766,0,0,8.372
6767,0,0,8.372
6768,0,0,8.372
6769,0,0,8.372
6770,0,0,8.372
6771,0,0,8.372
6772,0,0,8.372
6773,0,0,8.372
6774,0,0,8.372
6775,0,0,8.372
6776,0,0,8.372
6777,0,0,8.372
6778,0,0,8.372
6779,0,0,8.372
6780,0,0,8.372
6781,0,0,8.372
6782,0,0,8.372
6783,0,0,8.372
6784,0,0,8.372
6785,0,0,8.372
6786,0,0,8.372
6787,0,0,8.372
6788,0,0,8.372
6789,0,0,8.372
6790,0,0,8.372
6791,0,0,8.372
6792,0,0,8.372
6793,0,0,8.372
6794,0,0,8.372
6795,0,0,8.372
6796,0,0,8.372
6797,0,0,8.372
6798,0,0,8.372
6799,0,0,8.372
6800,0,0,8.372
6801,0,0,8.372
6802,0,0,8.372
6803,0,0,8.372
6804,0,0,8.372
6805,0,0,8.372
6806,0,0,8.372
6807,0,0,8.372
6808,0,0,8.372
6809,0,0,8.372
6810,0,0,8.372
6811,0,0,8.372
6812,0,0,8.372
6813,0,0,8.372
6814,0,0,8.372
6815,0,0,8.372
6816,0,0,8.372
6817,0,0,8.372
6818,0,0,8.372
6819,0,0,8.372
6820,0,0,8.372
6821,0,0,8.372
6822,0,0,8.372
6823,0,0,8.372
6824,0,0,8.372
6825,0,0,8.372
6826,0,0,8.372
6827,0,0,8.372
6828,0,0,8.372
6829,0,0,8.372
6830,0,0,8.372
6831,0,0,8.372
6832,0,0,8.372
6833,0,0,8.372
6834,0,0,8.372
6835,0,0,8.372
6836,0,0,8.372
6837,0,0,8.372
6838,0,0,8.372
6839,0,0,8.372
6840,0,0,8.372
6841,0,0,8.372
6842,0,0,8.372
6843,0,0,8.372
6844,0,0,8.372
6845,0,0,8.372
6846,0,0,8.372
6847,0,0,8.372
6848,0,0,8.372
6849,0,0,8.372
6850,0,0,8.372
6851,0,0,8.372
6852,0,0,8.372
6853,0,0,8.372
6854,0,0,8.372
6855,0,0,8.372
6856,0,0,8.372
6857,0,0,8.372
6858,0,0,8.372
6859,0,0,8.372
6860,0,0,8.372
6861,0,0,8.372
6862,0,0,8.372
6863,0,0,8.372
6864,0,0,8.372
6865,0,0,8.372
6866,0,0,8.372
6867,0,0,8.372
6868,0,0,8.372
6869,0,0,8.372
6870,0,0,8.372
6871,0,0,8.372
6872,0,0,8.372
6873,0,0,8.372
6874,0,0,8.372
6875,0,0,8.372
6876,0,0,8.372
6877,0,0,8.372
6878,0,0,8.372
6879,0,0,8.372
6880,0,0,8.372
6881,0,0,8.372
6882,0,0,8.372
6883,0,0,8.372
6884,0,0,8.372
6885,0,0,8.372
6886,0,0,8.372
6887,0,0,8.372
6888,0,0,8.372
6889,0,0,8.372
6890,0,0,8.372
6891,0,0,8.372
6892,0,0,8.372
6893,0,0,8.372
6894,0,0,8.372
6895,0,0,8.372
6896,0,0,8.372
6897,0,0,8.372
6898,0,0,8.372
6899,0,0,8.372
6900,0,0,8.372
6901,0,0,8.372
6902,0,0,8.372
6903,0,0,8.372
6904,0,0,8.372
6905,0,0,8.372
6906,0,0,8.372
6907,0,0,8.372
6908,0,0,8.372
6909,0,0,8.372
6910,0,0,8.372
6911,0,0,8.372
6912,0,0,8.372
6913,0,0,8.372
6914,0,0,8.372
6915,0,0,8.372
6916,0,0,8.372
6917,0,0,8.372
6918,0,0,8.372
6919,0,0,8.372
6920,0,0,8.372
6921,0,0,8.372
6922,0,0,8.372
6923,0,0,8.372
6924,0,0,8.372
6925,0,0,8.372
6926,0,0,8.372
6927,0,0,8.372
6928,0,0,8.372
6929,0,0,8.372
6930,0,0,8.372
6931,0,0,8.372
6932,0,0,8.372
6933,0,0,8.372
6934,0,0,8.372
6935,0,0,8.372
6936,0,0,8.372
6937,0,0,8.372
6938,0,0,8.372
6939,0,0,8.372
6940,0,0,8.372
6941,0,0,8.372
6942,0,0,8.372
6943,0,0,8.372
6944,0,0,8.372
6945,0,0,8.372
6946,0,0,8.372
6947,0,0,8.372
6948,0,0,8.372
6949,0,0,8.372
6950,0,0,8.372
6951,0,0,8.372
6952,0,0,8.372
6953,0,0,8.372
6954,0,0,8.372
6955,0,0,8.372
6956,0,0,8.372
6957,0,0,8.372
6958,0,0,8.372
6959,0,0,8.372
6960,0,0,8.372
6961,0,0,8.372
6962,0,0,8.372
6963,0,0,8.372
6964,0,0,8.372
6965,0,0,8.372
6966,0,0,8.372
6967,0,0,8.372
6968,0,0,8.372
6969,0,0,8.372
6970,0,0,8.372
6971,0,0,8.372
6972,0,0,8.372
6973,0,0,8.372
6974,0,0,8.372
6975,0,0,8.372
6976,0,0,8.372
6977,0,0,8.372
6978,0,0,8.372
6979,0,0,8.372
6980,0,0,8.372
6981,0,0,8.372
6982,0,0,8.372
6983,0,0,8.372
6984,0,0,8.372
6985,0,0,8.372
6986,0,0,8.372
6987,0,0,8.372
6988,0,0,8.372
6989,0,0,8.372
6990,0,0,8.372
6991,0,0,8.372
6992,0,0,8.372
6993,0,0,8.372
6994,0,0,8.372
6995,0,0,8.372
6996,0,0,8.372
6997,0,0,8.372
6998,0,0,8.372
6999,0,0,8.372
7000,0,0,8.372
7001,0,0,8.372
7002,0,0,8.372
7003,0,0,8.372
7004,0,0,8.372
7005,0,0,8.372
7006,0,0,8.372
7007,0,0,8.372
7008,0,0,8.372
7009,0,0,8.372
7010,0,0,8.372
7011,0,0,8.372
7012,0,0,8.372
7013,0,0,8.372
7014,0,0,8.372
7015,0,0,8.372
7016,0,0,8.372
7017,0,0,8.372
7018,0,0,8.372
7019,0,0,8.372
7020,0,0,8.372
7021,0,0,8.372
7022,0,0,8.372
7023,0,0,8.372
7024,0,0,8.372
7025,0,0,8.372
7026,0,0,8.372
7027,0,0,8.372
7028,0,0,8.372
7029,0,0,8.372
7030,0,0,8.372
7031,0,0,8.372
7032,0,0,8.372
7033,0,0,8.372
7034,0,0,8.372
7035,0,0,8.372
7036,0,0,8.372
7037,0,0,8.372
7038,0,0,8.372
7039,0,0,8.372
7040,0,0,8.372
7041,0,0,8.372
7042,0,0,8.372
7043,0,0,8.372
7044,0,0,8.372
7045,0,0,8.372
7046,0,0,8.372
7047,0,0,8.372
7048,0,0,8.372
7049,0,0,8.372
7050,0,0,8.372
7051,0,0,8.372
7052,0,0,8.372
7053,0,0,8.372
7054,0,0,8.372
7055,0,0,8.372
7056,0,0,8.372
7057,0,0,8.372
7058,0,0,8.372
7059,0,0,8.372
7060,0,0,8.372
7061,0,0,8.372
7062,0,0,8.372
7063,0,0,8.372
7064,0,0,8.372
7065,0,0,8.372
7066,0,0,8.372
7067,0,0,8.372
7068,0,0,8.372
7069,0,0,8.372
7070,0,0,8.372
7071,0,0,8.372
7072,0,0,8.372
7073,0,0,8.372
7074,0,0,8.372
7075,0,0,8.372
7076,0,0,8.372
7077,0,0,8.372
7078,0,0,8.372
7079,0,0,8.372
7080,0,0,8.372
7081,0,0,8.372
7082,0,0,8.372
7083,0,0,8.372
7084,0,0,8.372
7085,0,0,8.372
7086,0,0,8.372
7087,0,0,8.372
7088,0,0,8.372
7089,0,0,8.372
7090,0,0,8.372
7091,0,0,8.372
7092,0,0,8.372
7093,0,0,8.372
7094,0,0,8.372
7095,0,0,8.372
7096,0,0,8.372
7097,0,0,8.372
7098,0,0,8.372
7099,0,0,8.372
7100,0,0,8.372
7101,0,0,8.372
7102,0,0,8.372
7103,0,0,8.372
7104,0,0,8.372
7105,0,0,8.372
7106,0,0,8.372
7107,0,0,8.372
7108,0,0,8.372
7109,0,0,8.372
7110,0,0,8.372
7111,0,0,8.372
7112,0,0,8.372
7113,0,0,8.372
7114,0,0,8.372
7115,0,0,8.372
7116,0,0,8.372
7117,0,0,8.372
7118,0,0,8.372
7119,0,0,8.372
7120,0,0,8.372
7121,0,0,8.372
7122,0,0,8.372
7123,0,0,8.372
7124,0,0,8.372
7125,0,0,8.372
7126,0,0,8.372
7127,0,0,8.372
7128,0,0,8.372
7129,0,0,8.372
7130,0,0,8.372
7131,0,0,8.372
7132,0,0,8.372
7133,0,0,8.372
7134,0,0,8.372
7135,0,0,8.372
7136,0,0,8.372
7137,0,0,8.372
7138,0,0,8.372
7139,0,0,8.372
7140,0,0,8.372
7141,0,0,8.372
7142,0,0,8.372
7143,0,0,8.372
7144,0,0,8.372
7145,0,0,8.372
7146,0,0,8.372
7147,0,0,8.372
7148,0,0,8.372
7149,0,0,8.372
7150,0,0,8.372
7151,0,0,8.372
7152,0,0,8.372
7153,0,0,8.372
7154,0,0,8.372
7155,0,0,8.372
7156,0,0,8.372
7157,0,0,8.372
7158,0,0,8.372
7159,0,0,8.372
7160,0,0,8.372
7161,0,0,8.372
7162,0,0,8.372
7163,0,0,8.372
7164,0,0,8.372
7165,0,0,8.372
7166,0,0,8.372
7167,0,0,8.372
7168,0,0,8.372
7169,0,0,8.372
7170,0,0,8.372
7171,0,0,8.372
7172,0,0,8.372
7173,0,0,8.372
7174,0,0,8.372
7175,0,0,8.372
7176,0,0,8.372
7177,0,0,8.372
7178,0,0,8.372
7179,0,0,8.372
7180,0,0,8.372
7181,0,0,8.372
7182,0,0,8.372
7183,0,0,8.372
7184,0,0,8.372
7185,0,0,8.372
7186,0,0,8.372
7187,0,0,8.372
7188,0,0,8.372
7189,0,0,8.372
7190,0,0,8.372
7191,0,0,8.372
7192,0,0,8.372
7193,0,0,8.372
7194,0,0,8.372
7195,0,0,8.372
7196,0,0,8.372
7197,0,0,8.372
7198,0,0,8.372
7199,0,0,8.372
7200,0,0,8.372
7201,0,0,8.372
7202,0,0,8.372
7203,0,0,8.372
7204,0,0,8.372
7205,0,0,8.372
7206,0,0,8.372
7207,0,0,8.372
7208,0,0,8.372
7209,0,0,8.372
7210,0,0,8.372
7211,0,0,8.372
7212,0,0,8.372
7213,0.026,2.6,8.418
7214,0.052,2.6,8.463
7215,0.078,2.6,8.509
7216,0.104,2.6,8.554
7217,0.13,2.6,8.6
7218,0.156,2.6,8.645
7219,0.182,2.6,8.691
7220,0.208,2.6,8.737
7221,0.234,2.6,8.783
7222,0.26,2.6,8.828
7223,0.286,2.6,8.874
7224,0.312,2.6,8.92
7225,0.338,2.6,8.966
7226,0.364,2.6,9.012
7227,0.39,2.6,9.058
7228,0.416,2.6,9.104
7229,0.442,2.6,9.15
7230,0.468,2.6,9.196
7231,0.494,2.6,9.242
7232,0.52,2.6,9.288
7233,0.546,2.6,9.334
7234,0.572,2.6,9.38
7235,0.598,2.6,9.426
7236,0.624,2.6,9.473
7237,0.65,2.6,9.519
7238,0.676,2.6,9.565
7239,0.702,2.6,9.611
7240,0.728,2.6,9.658
7241,0.751,2.259,9.485
7242,0.776,2.527,9.696
7243,0.799,2.304,9.588
7244,0.824,2.521,9.775
7245,0.85,2.567,9.852
7246,0.874,2.376,9.755
7247,0.897,2.318,9.749
7248,0.922,2.579,9.989
7249,0.945,2.235,9.759
7250,0.966,2.126,9.704
7251,0.991,2.484,10.033
7252,1.017,2.571,10.151
7253,1.04,2.353,10.004
7254,1.063,2.318,10.01
7255,1.086,2.259,9.992
7256,1.11,2.434,10.19
7257,1.135,2.5,10.294
7258,1.157,2.175,10.019
7259,1.183,2.585,10.459
7260,1.204,2.092,10.004
7261,1.225,2.158,10.101
7262,1.246,2.012,9.979
7263,1.266,2.064,10.061
7264,1.291,2.458,10.518
7265,1.316,2.536,10.646
7266,1.341,2.461,10.605
7267,1.36,1.922,10.029
7268,1.382,2.214,10.391
7269,1.406,2.372,10.612
7270,1.425,1.919,10.107
7271,1.449,2.395,10.71
7272,1.474,2.556,10.949
7273,1.5,2.551,10.989
7274,1.524,2.399,10.839
7275,1.542,1.829,10.138
7276,1.564,2.183,10.625
7277,1.588,2.367,10.903
7278,1.613,2.555,11.197
7279,1.639,2.558,11.246
7280,1.661,2.192,10.781
7281,1.679,1.849,10.329
7282,1.7,2.104,10.716
7283,1.719,1.83,10.35
7284,1.738,1.94,10.532
7285,1.76,2.228,10.982
7286,1.781,2.023,10.71
7287,1.801,2.04,10.762
7288,1.821,1.976,10.693
7289,1.844,2.291,11.206
7290,1.862,1.849,10.551
7291,1.882,1.998,10.808
7292,1.904,2.142,11.065
7293,1.921,1.754,10.471
7294,1.943,2.149,11.133
7295,1.968,2.576,11.871
7296,1.99,2.138,11.184
7297,2.01,2.027,11.028
7298,2.029,1.888,10.82
7299,2.047,1.831,10.746
7300,2.069,2.154,11.329
7301,2.094,2.508,11.982
7302,2.114,2.025,11.169
7303,2.138,2.405,11.877
7304,2.158,1.966,11.123
7305,2.182,2.435,12.006
7306,2.204,2.175,11.567
7307,2.223,1.872,11.035
7308,2.24,1.703,10.741
7309,2.255,1.502,10.381
7310,2.274,1.942,11.232
7311,2.29,1.608,10.618
7312,2.309,1.875,11.15
7313,2.327,1.827,11.079
7314,2.352,2.497,12.42
7315,2.366,1.422,10.331
7316,2.386,1.997,11.49
7317,2.412,2.546,12.624
7318,2.437,2.542,12.662
7319,2.461,2.41,12.436
7320,2.478,1.654,10.907
7321,2.502,2.465,12.622
7322,2.527,2.434,12.598
7323,2.55,2.328,12.415
7324,2.574,2.422,12.656
7325,2.589,1.461,10.613
7326,2.607,1.832,11.434
7327,2.629,2.184,12.232
7328,2.645,1.614,11.002
7329,2.668,2.278,12.499
7330,2.682,1.377,10.512
7331,2.705,2.34,12.699
7332,2.728,2.314,12.678
7333,2.745,1.719,11.348
7334,2.762,1.658,11.228
7335,2.787,2.484,13.168
7336,2.802,1.526,10.965
7337,2.827,2.52,13.326
7338,2.851,2.386,13.051
7339,2.867,1.562,11.115
7340,2.887,2.056,12.321
7341,2.91,2.284,12.905
7342,2.933,2.253,12.868
7343,2.947,1.473,10.979
7344,2.964,1.695,11.543
7345,2.983,1.857,11.966
7346,3.002,1.908,12.118
7347,3.015,1.308,10.631
7348,3.034,1.927,12.207
7349,3.056,2.133,12.761
7350,3.076,2.048,12.574
7351,3.097,2.119,12.786
7352,3.115,1.719,11.778
7353,3.134,1.932,12.355
7354,3.152,1.845,12.151
7355,3.178,2.53,13.993
7356,3.197,1.935,12.447
7357,3.212,1.537,11.407
7358,3.238,2.6,14.294
7359,3.256,1.805,12.177
7360,3.282,2.578,14.318
7361,3.302,1.988,12.737
7362,3.316,1.437,11.236
7363,3.34,2.383,13.887
7364,3.358,1.747,12.141
7365,3.373,1.526,11.539
7366,3.386,1.316,10.963
7367,3.403,1.647,11.912
7368,3.42,1.779,12.307
7369,3.44,1.928,12.757
7370,3.457,1.76,12.3
7371,3.474,1.652,12.009
7372,3.494,2,13.041
7373,3.518,2.423,14.313
7374,3.538,1.969,13.013
7375,3.564,2.584,14.871
7376,3.577,1.326,11.156
7377,3.598,2.131,13.583
7378,3.619,2.122,13.586
7379,3.644,2.48,14.711
7380,3.661,1.673,12.284
7381,3.677,1.653,12.243
7382,3.7,2.249,14.101
7383,3.724,2.37,14.516
7384,3.742,1.818,12.83
7385,3.762,1.969,13.326
7386,3.782,2.009,13.482
7387,3.806,2.43,14.849
7388,3.83,2.435,14.908
7389,3.845,1.485,11.899
7390,3.859,1.432,11.742
7391,3.878,1.823,13.021
7392,3.891,1.305,11.363
7393,3.91,1.929,13.409
7394,3.925,1.511,12.065
7395,3.945,1.956,13.543
7396,3.965,1.993,13.694
7397,3.981,1.633,12.526
7398,3.997,1.639,12.565
7399,4.023,2.579,15.738
7400,4.036,1.323,11.55
7401,4.05,1.327,11.573
7402,4.065,1.489,12.136
7403,4.082,1.717,12.928
7404,4.103,2.111,14.297
7405,4.12,1.754,13.1
7406,4.141,2.022,14.048
7407,4.155,1.449,12.09
7408,4.176,2.143,14.522
7409,4.195,1.822,13.431
7410,4.215,2.08,14.362
7411,4.235,1.92,13.83
7412,4.255,2.005,14.159
7413,4.27,1.485,12.331
7414,4.284,1.472,12.302
7415,4.306,2.208,14.961
7416,4.327,2.064,14.475
7417,4.35,2.315,15.418
7418,4.364,1.345,11.922
7419,4.383,1.898,13.954
7420,4.404,2.144,14.886
7421,4.423,1.918,14.086
7422,4.443,1.94,14.194
7423,4.459,1.631,13.071
7424,4.476,1.684,13.288
7425,4.495,1.971,14.384
7426,4.51,1.401,12.268
7427,4.534,2.466,16.307
7428,4.557,2.286,15.666
7429,4.574,1.728,13.574
7430,4.592,1.775,13.775
7431,4.609,1.705,13.53
7432,4.634,2.453,16.443
7433,4.653,1.904,14.354
7434,4.675,2.204,15.552
7435,4.691,1.611,13.265
7436,4.704,1.302,12.07
7437,4.729,2.499,16.799
7438,4.747,1.846,14.258
7439,4.766,1.902,14.504
7440,4.781,1.422,12.618
7441,4.803,2.23,15.865
7442,4.828,2.52,17.071
7443,4.844,1.579,13.315
7444,4.859,1.518,13.085
7445,4.876,1.685,13.78
7446,4.893,1.725,13.964
7447,4.908,1.504,13.082
7448,4.923,1.507,13.108
7449,4.942,1.9,14.747
7450,4.957,1.519,13.197
7451,4.976,1.846,14.57
7452,5.002,2.583,17.668
7453,5.023,2.091,15.656
7454,5.046,2.372,16.875
7455,5.068,2.131,15.894
7456,5.082,1.391,12.794
7457,5.105,2.33,16.799
7458,5.13,2.552,17.791
7459,5.15,1.958,15.287
7460,5.164,1.39,12.872
7461,5.186,2.261,16.647
7462,5.2,1.354,12.749
7463,5.222,2.249,16.66
7464,5.238,1.527,13.539
7465,5.252,1.456,13.248
7466,5.274,2.218,16.612
7467,5.29,1.578,13.825
7468,5.314,2.408,17.519
7469,5.337,2.226,16.754
7470,5.353,1.611,14.044
7471,5.377,2.43,17.733
7472,5.394,1.732,14.636
7473,5.411,1.675,14.4
7474,5.435,2.4,17.708
7475,5.449,1.365,13.046
7476,5.471,2.19,16.817
7477,5.491,2.005,16.007
7478,5.512,2.155,16.726
7479,5.529,1.633,14.353
7480,5.547,1.89,15.566
7481,5.565,1.779,15.077
7482,5.585,1.939,15.843
7483,5.602,1.738,14.933
7484,5.62,1.803,15.264
7485,5.636,1.64,14.52
7486,5.651,1.447,13.632
7487,5.675,2.374,18.031
7488,5.699,2.417,18.278
7489,5.717,1.774,15.258
7490,5.741,2.4,18.276
7491,5.757,1.618,14.564
7492,5.779,2.177,17.276
7493,5.796,1.722,15.114
7494,5.819,2.359,18.226
7495,5.834,1.437,13.778
7496,5.859,2.568,19.318
7497,5.876,1.631,14.77
7498,5.897,2.142,17.305
7499,5.921,2.375,18.493
7500,5.936,1.531,14.354
7501,5.959,2.243,17.908
7502,5.976,1.778,15.625
7503,5.999,2.292,18.221
7504,6.015,1.577,14.675
7505,6.034,1.926,16.447
7506,6.057,2.26,18.164
7507,6.073,1.626,14.995
7508,6.089,1.535,14.551
7509,6.112,2.296,18.442
7510,6.131,1.96,16.766
7511,6.151,1.989,16.946
7512,6.177,2.58,20.018
7513,6.195,1.78,15.936
7514,6.219,2.453,19.448
7515,6.236,1.711,15.637
7516,6.252,1.575,14.952
7517,6.273,2.061,17.511
7518,6.294,2.16,18.062
7519,6.316,2.146,18.025
7520,6.333,1.715,15.783
7521,6.349,1.661,15.523
7522,6.368,1.902,16.825
7523,6.384,1.55,14.979
7524,6.401,1.733,15.972
7525,6.424,2.247,18.749
7526,6.438,1.471,14.618
7527,6.462,2.356,19.402
7528,6.481,1.867,16.803
7529,6.506,2.572,20.651
7530,6.523,1.663,15.756
7531,6.545,2.201,18.715
7532,6.569,2.402,19.853
7533,6.582,1.328,13.999
7534,6.599,1.701,16.064
7535,6.614,1.432,14.605
7536,6.638,2.446,20.225
7537,6.661,2.268,19.287
7538,6.684,2.311,19.569
7539,6.698,1.375,14.38
7540,6.713,1.525,15.234
7541,6.729,1.645,15.927
7542,6.749,1.982,17.838
7543,6.767,1.777,16.713
7544,6.781,1.363,14.401
7545,6.804,2.342,19.965
7546,6.829,2.496,20.885
7547,6.847,1.767,16.772
7548,6.861,1.47,15.098
7549,6.877,1.55,15.569
7550,6.896,1.867,17.411
7551,6.917,2.11,18.839
7552,6.942,2.504,21.16
7553,6.96,1.821,17.243
7554,6.976,1.607,16.025
7555,6.991,1.491,15.369
7556,7.015,2.44,20.929
7557,7.038,2.267,19.963
7558,7.054,1.62,16.2
7559,7.077,2.239,19.87
7560,7.09,1.355,14.683
7561,7.112,2.238,19.93
7562,7.135,2.234,19.944
7563,7.158,2.321,20.507
7564,7.171,1.314,14.528
7565,7.195,2.399,21.043
7566,7.219,2.391,21.04
7567,7.243,2.354,20.863
7568,7.26,1.698,16.933
7569,7.278,1.883,18.078
7570,7.302,2.339,20.882
7571,7.321,1.96,18.617
7572,7.336,1.436,15.439
7573,7.36,2.382,21.256
7574,7.379,1.923,18.478
7575,7.395,1.617,16.621
7576,7.419,2.453,21.81
7577,7.441,2.194,20.25
7578,7.463,2.128,19.88
7579,7.487,2.423,21.757
7580,7.507,2.015,19.251
7581,7.53,2.323,21.217
7582,7.554,2.371,21.563
7583,7.579,2.53,22.619
7584,7.601,2.163,20.341
7585,7.619,1.849,18.385
7586,7.638,1.898,18.724
7587,7.664,2.593,23.195
7588,7.685,2.018,19.566
7589,7.708,2.392,22.001
7590,7.725,1.628,17.126
7591,7.741,1.611,17.034
7592,7.755,1.439,15.948
7593,7.775,2.02,19.723
7594,7.799,2.396,22.203
7595,7.816,1.707,17.761
7596,7.837,2.048,20.012
7597,7.853,1.617,17.224
7598,7.879,2.557,23.413
7599,7.901,2.248,21.432
7600,7.916,1.439,16.138
7601,7.931,1.564,16.978
7602,7.948,1.685,17.799
7603,7.969,2.083,20.463
7604,7.99,2.123,20.765
7605,8.011,2.06,20.382
7606,8.037,2.599,24.031
7607,8.055,1.78,18.585
7608,8.073,1.878,19.268
7609,8.096,2.255,21.842
7610,8.114,1.792,18.749
7611,8.136,2.187,21.457
7612,8.159,2.355,22.641
7613,8.173,1.395,16.14
7614,8.195,2.236,21.897
7615,8.218,2.205,21.725
7616,8.233,1.565,17.373
7617,8.251,1.789,18.934
7618,8.276,2.458,23.572
7619,8.295,1.897,19.747
7620,8.314,1.961,20.218
7621,8.329,1.437,16.615
7622,8.352,2.376,23.162
7623,8.375,2.225,22.153
7624,8.397,2.195,21.987
7625,8.418,2.15,21.713
7626,8.435,1.725,18.758
7627,8.453,1.796,19.282
7628,8.469,1.534,17.463
7629,8.488,1.889,19.992
7630,8.509,2.123,21.684
7631,8.533,2.435,23.938
7632,8.55,1.65,18.392
7633,8.568,1.89,20.128
7634,8.591,2.235,22.63
7635,8.613,2.215,22.524
7636,8.635,2.151,22.11
7637,8.657,2.219,22.637
7638,8.673,1.625,18.383
7639,8.691,1.799,19.663
7640,8.708,1.743,19.287
7641,8.726,1.751,19.37
7642,8.74,1.422,17.001
7643,8.76,1.974,21.042
7644,8.78,2.03,21.484
7645,8.8,1.971,21.087
7646,8.815,1.551,18.037
7647,8.839,2.373,24.109
7648,8.858,1.882,20.532
7649,8.877,1.933,20.939
7650,8.899,2.221,23.102
7651,8.92,2.058,21.934
7652,8.945,2.451,24.903
7653,8.963,1.863,20.56
7654,8.985,2.136,22.627
7655,9.01,2.546,25.746
7656,9.034,2.409,24.769
7657,9.054,2.027,21.934
7658,9.08,2.59,26.232
7659,9.106,2.575,26.172
7660,9.122,1.645,19.157
7661,9.142,1.963,21.601
7662,9.158,1.564,18.591
7663,9.181,2.364,24.73
7664,9.206,2.451,25.443
7665,9.219,1.341,16.961
7666,9.243,2.339,24.659
7667,9.265,2.28,24.254
7668,9.291,2.576,26.588
7669,9.308,1.717,19.975
7670,9.326,1.73,20.101
7671,9.344,1.848,21.051
7672,9.358,1.369,17.34
7673,9.381,2.316,24.758
7674,9.399,1.81,20.837
7675,9.415,1.554,18.861
7676,9.43,1.555,18.885
7677,9.449,1.918,21.768
7678,9.472,2.244,24.371
7679,9.49,1.861,21.38
7680,9.505,1.464,18.267
7681,9.526,2.101,23.341
7682,9.549,2.266,24.691
7683,9.574,2.566,27.13
7684,9.588,1.392,17.799
7685,9.604,1.567,19.215
7686,9.622,1.757,20.764
7687,9.644,2.22,24.507
7688,9.658,1.417,18.089
7689,9.677,1.873,21.779
7690,9.692,1.508,18.861
7691,9.717,2.483,26.773
7692,9.737,2.035,23.186
7693,9.754,1.667,20.235
7694,9.774,2.089,23.699
7695,9.799,2.41,26.358
7696,9.815,1.646,20.155
7697,9.841,2.573,27.771
7698,9.857,1.669,20.401
7699,9.872,1.492,18.972
7700,9.891,1.874,22.141
7701,9.908,1.674,20.516
7702,9.923,1.563,19.624
7703,9.945,2.198,24.911
7704,9.963,1.76,21.311
7705,9.983,1.981,23.177
7706,10.007,2.417,26.843
7707,10.029,2.203,25.105
7708,10.052,2.34,26.299
7709,10.074,2.156,24.801
7710,10.096,2.152,24.81
7711,10.11,1.42,18.678
7712,10.124,1.441,18.878
7713,10.141,1.733,21.358
7714,10.164,2.241,25.688
7715,10.187,2.264,25.925
7716,10.206,1.931,23.145
7717,10.224,1.847,22.455
7718,10.248,2.346,26.744
7719,10.269,2.149,25.107
7720,10.29,2.096,24.692
7721,10.316,2.57,28.809
7722,10.338,2.182,25.521
7723,10.355,1.753,21.861
7724,10.371,1.538,20.032
7725,10.385,1.478,19.534
7726,10.409,2.34,27.031
7727,10.427,1.841,22.737
7728,10.446,1.852,22.869
7729,10.46,1.384,18.817
7730,10.48,2.044,24.597
7731,10.497,1.735,21.926
7732,10.513,1.609,20.852
7733,10.531,1.732,21.954
7734,10.55,1.908,23.532
7735,10.575,2.481,28.607
7736,10.595,2.033,24.709
7737,10.611,1.634,21.215
7738,10.628,1.695,21.777
7739,10.646,1.8,22.737
7740,10.662,1.545,20.499
7741,10.684,2.242,26.723
